Packet Size,Direction
48,B to A
47,A to B
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
48,B to A
47,A to B
45,A to B
47,A to B
52,A to B
47,A to B
50,A to B
47,A to B
45,B to A
45,B to A
45,B to A
45,B to A
52,A to B
45,B to A
48,B to A
47,A to B
45,A to B
47,A to B
47,A to B
47,A to B
50,A to B
45,B to A
47,A to B
52,A to B
48,B to A
47,A to B
47,A to B
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
47,A to B
47,A to B
45,B to A
52,A to B
47,A to B
45,B to A
45,B to A
45,B to A
45,B to A
52,A to B
45,B to A
48,B to A
47,A to B
45,A to B
45,A to B
47,A to B
50,A to B
45,B to A
47,A to B
52,A to B
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
48,B to A
45,A to B
47,A to B
52,A to B
47,A to B
52,A to B
47,A to B
50,A to B
45,B to A
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
47,A to B
52,A to B
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
48,B to A
47,A to B
45,A to B
47,A to B
52,A to B
47,A to B
52,A to B
47,A to B
50,A to B
45,B to A
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
47,A to B
52,A to B
48,B to A
47,A to B
45,A to B
47,A to B
52,A to B
47,A to B
52,A to B
47,A to B
50,A to B
45,B to A
47,A to B
51,A to B
47,A to B
60,A to B
47,A to B
52,A to B
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
47,A to B
45,B to A
52,A to B
45,B to A
47,A to B
45,B to A
52,A to B
45,B to A
47,A to B
52,A to B
69,A to B
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
