Packet Size,Direction
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
47,A to B
47,A to B
47,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
61,A to B
77,A to B
61,A to B
47,A to B
47,A to B
49,A to B
57,A to B
57,A to B
47,A to B
57,A to B
45,B to A
61,A to B
61,A to B
61,A to B
47,A to B
57,A to B
45,B to A
57,A to B
57,A to B
57,A to B
61,A to B
61,A to B
47,A to B
57,A to B
45,B to A
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
61,A to B
62,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
56,B to A
47,A to B
45,A to B
47,A to B
57,A to B
45,B to A
56,B to A
47,A to B
47,A to B
45,A to B
47,A to B
57,A to B
45,B to A
50,B to A
47,A to B
45,A to B
47,A to B
53,A to B
45,B to A
56,B to A
47,A to B
45,A to B
47,A to B
57,A to B
45,B to A
67,B to A
47,A to B
45,A to B
47,A to B
47,A to B
47,A to B
45,B to A
50,B to A
50,B to A
50,B to A
50,B to A
50,B to A
50,B to A
50,B to A
47,A to B
45,A to B
47,A to B
53,A to B
45,B to A
57,B to A
47,A to B
45,A to B
47,A to B
49,A to B
45,B to A
56,B to A
47,A to B
45,A to B
47,A to B
49,A to B
45,B to A
67,B to A
47,A to B
45,A to B
47,A to B
47,A to B
45,B to A
57,B to A
47,A to B
45,A to B
47,A to B
49,A to B
45,B to A
56,B to A
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
