Packet Size,Direction
47,A to B
45,A to B
47,A to B
49,A to B
45,B to A
47,B to A
47,A to B
45,A to B
47,A to B
92,A to B
45,B to A
47,A to B
47,A to B
52,A to B
47,A to B
52,A to B
51,B to A
47,A to B
47,A to B
45,A to B
47,A to B
52,A to B
47,A to B
50,A to B
45,B to A
51,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
45,B to A
47,A to B
45,B to A
52,A to B
45,B to A
47,A to B
52,A to B
52,A to B
48,B to A
47,A to B
45,A to B
47,A to B
52,A to B
47,A to B
50,A to B
45,B to A
45,B to A
45,B to A
47,A to B
45,B to A
45,B to A
45,B to A
52,A to B
45,B to A
47,A to B
52,A to B
62,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
67,B to A
47,A to B
45,A to B
47,A to B
47,A to B
45,B to A
57,B to A
47,A to B
45,A to B
47,A to B
49,A to B
45,B to A
67,B to A
47,A to B
45,A to B
47,A to B
47,A to B
45,B to A
56,B to A
47,A to B
45,A to B
47,A to B
49,A to B
45,B to A
51,B to A
51,B to A
47,A to B
45,A to B
50,A to B
45,B to A
45,B to A
45,B to A
47,A to B
45,B to A
45,A to B
47,A to B
45,B to A
45,B to A
45,B to A
52,A to B
47,A to B
45,B to A
52,A to B
47,A to B
52,A to B
47,A to B
52,A to B
48,B to A
47,A to B
45,A to B
47,A to B
52,A to B
47,A to B
52,A to B
47,A to B
50,A to B
45,B to A
47,A to B
52,A to B
61,A to B
61,A to B
51,B to A
47,A to B
45,A to B
47,A to B
47,A to B
52,A to B
47,A to B
50,A to B
47,A to B
45,B to A
51,B to A
51,B to A
51,B to A
52,A to B
51,B to A
52,A to B
51,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
51,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
47,A to B
52,A to B
47,A to B
52,A to B
51,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
47,A to B
45,B to A
45,B to A
47,A to B
45,B to A
45,B to A
45,B to A
45,B to A
52,A to B
47,A to B
45,B to A
52,A to B
47,A to B
52,A to B
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
47,A to B
45,B to A
52,A to B
47,A to B
52,A to B
47,A to B
52,A to B
51,B to A
47,A to B
45,A to B
47,A to B
52,A to B
47,A to B
50,A to B
47,A to B
45,B to A
52,A to B
47,A to B
52,A to B
47,A to B
52,A to B
51,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
51,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
45,B to A
47,A to B
45,B to A
52,A to B
47,A to B
52,A to B
47,A to B
52,A to B
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
45,B to A
47,A to B
45,B to A
45,B to A
47,A to B
52,A to B
47,A to B
47,A to B
45,B to A
52,A to B
47,A to B
52,A to B
50,B to A
47,A to B
45,A to B
47,A to B
65,A to B
45,B to A
51,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
45,B to A
45,B to A
45,B to A
47,A to B
47,A to B
45,B to A
52,A to B
52,A to B
47,A to B
52,A to B
47,A to B
52,A to B
47,A to B
52,A to B
51,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
61,A to B
47,A to B
57,A to B
45,B to A
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
51,B to A
47,A to B
45,A to B
47,A to B
52,A to B
47,A to B
52,A to B
61,A to B
57,A to B
57,A to B
47,A to B
52,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
51,B to A
47,A to B
57,A to B
47,A to B
45,B to A
45,A to B
61,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
57,A to B
48,B to A
47,A to B
45,A to B
47,A to B
50,A to B
45,B to A
61,A to B
47,A to B
52,A to B
57,A to B
